,PlotName,BiomassSum,SampleID,N,P,K,Mg,Ca,C,Site,TrapName,Species,Qty_C,Qty_N,Qty_P,Molar_C,Molar_N,Molar_P,CNRatio,CPRatio,NPRatio
461,Dunphys Pond+C10,33.25805574,DP_C10_PIMA ,0.98,0.108,0.74,0.1,0.2,51.91,DP,C10,PIMA,0.043036911,0.000812486,8.95E-05,0.003583214,5.80E-05,2.89E-06,61.77211349,1239.518208,20.06598348
462,Dunphys Pond+C14,32.98689017,DP_C14_PIMA ,1.12,0.145,0.94,0.1,0.14,51.69,DP,C14,PIMA,0.042505107,0.000920985,0.000119235,0.003538937,6.58E-05,3.85E-06,53.82152722,919.3146213,17.08079776
463,Dunphys Pond+C2,245.7197939,DP_C2_PIMA ,0.89,0.133,0.77,0.09,0.3,51.75,DP,C2,PIMA,0.316988641,0.005451592,0.000814676,0.026392187,0.000389213,2.63E-05,67.80908044,1003.423691,14.79777759
464,Dunphys Pond+C4,23.50387928,DP_C4_PIMA ,1.24,0.129,0.77,0.09,0.18,51.91,DP,C4,PIMA,0.030414717,0.000726531,7.56E-05,0.002532302,5.19E-05,2.44E-06,48.81989614,1037.736175,21.25641913
465,Dunphys Pond+C8,19.52756204,DP_C8_PIMA ,0.91,0.119,0.78,0.09,0.25,52.72,DP,C8,PIMA,0.025663544,0.000442978,5.79E-05,0.002136723,3.16E-05,1.87E-06,67.56184746,1142.494394,16.91034862
466,Dunphys Pond+D1,14.86594217,DP_D1_PIMA ,0.88,0.155,0.73,0.07,0.23,52.63,DP,D1,PIMA,0.01950379,0.000326113,5.74E-05,0.001623868,2.33E-05,1.85E-06,69.74582333,875.643462,12.55477992
467,Dunphys Pond+E1,5649.852097,DP_E1_PIMA ,0.88,0.165,0.72,0.12,0.2,52.44,DP,E1,PIMA,7.385722148,0.123940417,0.023238828,0.614928534,0.008848652,0.000750275,69.49403335,819.6045795,11.79388416
468,Dunphys Pond+F1,942.0524108,DP_F1_PIMA ,0.91,0.09,0.6,0.08,0.24,52.51,DP,F1,PIMA,1.233134042,0.021370253,0.002113541,0.102669623,0.001525716,6.82E-05,67.29272781,1504.614166,22.35923873
469,Dunphys Pond+F11,2200.935612,DP_F11_PIMA ,0.98,0.151,0.93,0.11,0.17,52.33,DP,F11,PIMA,2.871119546,0.053768339,0.008284713,0.239046812,0.003838758,0.000267475,62.27190712,893.7157775,14.35182924
470,Dunphys Pond+F13,12.7646743,DP_F13_PIMA ,0.94,0.124,0.5,0.09,0.19,52.28,DP,F13,PIMA,0.016635602,0.00029911,3.95E-05,0.001385065,2.14E-05,1.27E-06,64.85974439,1087.275323,16.76348455
471,Dunphys Pond+F3,347.4194486,DP_F3_PIMA ,1.18,0.103,0.76,0.08,0.22,51.71,DP,F3,PIMA,0.447838955,0.010219493,0.00089204,0.037286666,0.000729615,2.88E-05,51.10460524,1294.681525,25.33395021
472,Dunphys Pond+F5,11.30891192,DP_F5_PIMA ,1.09,0.099,0.62,0.09,0.39,52.41,DP,F5,PIMA,0.014775024,0.000307284,2.79E-05,0.001230155,2.19E-05,9.01E-07,56.07317779,1365.226164,24.34722299
473,Dunphys Pond+G14,52.70507922,DP_G14_PIMA ,0.9,0.124,0.8,0.07,0.15,51.94,DP,G14,PIMA,0.068241351,0.001182465,0.000162917,0.005681713,8.44E-05,5.26E-06,67.30184086,1080.20429,16.05014478
474,Dunphys Pond+H14,79.51467197,DP_H14_PIMA ,0.83,0.122,0.68,0.09,0.22,52.54,DP,H14,PIMA,0.10414311,0.001645199,0.000241825,0.008670861,0.000117458,7.81E-06,73.82092514,1110.595413,15.04445265
475,Dunphys Pond+I12,49.14292853,DP_I12_PIMA ,0.99,0.143,0.75,0.1,0.22,52.59,DP,I12,PIMA,0.064425442,0.001212801,0.000175182,0.005364004,8.66E-05,5.66E-06,61.94916881,948.4026764,15.30936887
476,Dunphys Pond+I14,11.89799427,DP_I14_PIMA ,0.92,0.118,0.82,0.11,0.25,51.89,DP,I14,PIMA,0.015390426,0.000272869,3.50E-05,0.001281393,1.95E-05,1.13E-06,65.77537773,1134.0372,17.24105948
477,Dunphys Pond+I2,524.2372915,DP_I2_PIMA ,1.08,0.118,0.68,0.11,0.25,52.56,DP,I2,PIMA,0.686873041,0.01411383,0.001542067,0.057188427,0.001007648,4.98E-05,56.75434404,1148.679808,20.23950461
478,Dunphys Pond+I4,3502.956323,DP_I4_PIMA ,1.08,0.138,0.77,0.1,0.2,51.52,DP,I4,PIMA,4.498873483,0.094308683,0.012050554,0.37457213,0.006733112,0.000389057,55.63135093,962.7696815,17.30624307
479,Dunphys Pond+I6,697.7127408,DP_I6_PIMA ,1.09,0.134,0.75,0.11,0.23,52.25,DP,I6,PIMA,0.908774541,0.018958167,0.002330637,0.075663745,0.001353507,7.52E-05,55.90199465,1005.55802,17.9878737
480,Dunphys Pond+I8,56.6083944,DP_I8_PIMA ,1.13,0.152,0.74,0.1,0.24,52.34,DP,I8,PIMA,0.073859737,0.001594603,0.000214495,0.006149495,0.000113846,6.93E-06,54.01604499,888.0057295,16.43966584
481,Dunphys Pond+J1,42.09231862,DP_J1_PIMA ,0.87,0.134,0.61,0.09,0.21,52.71,DP,J1,PIMA,0.055308142,0.000912883,0.000140605,0.004604906,6.52E-05,4.54E-06,70.65473487,1014.410779,14.35729369
482,Dunphys Pond+K1,11937.83508,DP_K1_PIMA ,1,0.117,0.68,0.11,0.22,52.56,DP,K1,PIMA,15.64134643,0.297590305,0.034818066,1.302284332,0.021246282,0.001124115,61.29469157,1158.497584,18.90045539
483,Dunphys Pond+L10,66.96798435,DP_L10_PIMA ,0.89,0.161,0.62,0.09,0.19,52.73,DP,L10,PIMA,0.088027466,0.001485766,0.000268773,0.007329087,0.000106075,8.68E-06,69.09319443,844.612555,12.22425106
484,Dunphys Pond+L12,4329.321019,DP_L12_PIMA ,0.78,0.147,0.62,0.09,0.24,53.04,DP,L12,PIMA,5.724222531,0.084179743,0.015864644,0.476593582,0.006009963,0.000512196,79.30059031,930.4902315,11.73371129
485,Dunphys Pond+L14,177.9185137,DP_L14_PIMA ,0.77,0.126,0.5,0.09,0.21,52.59,DP,L14,PIMA,0.233247779,0.003415113,0.000558837,0.019419999,0.00024382,1.80E-05,79.64893133,1076.361768,13.51382561
486,Dunphys Pond+L2,2120.852382,DP_L2_PIMA ,0.92,0.114,0.81,0.09,0.15,52.09,DP,L2,PIMA,2.753962373,0.048639765,0.006027101,0.229292412,0.003472607,0.000194587,66.02889625,1178.352272,17.84600893
487,Dunphys Pond+L4,2254.115809,DP_L4_PIMA ,1.06,0.129,0.79,0.09,0.23,51.98,DP,L4,PIMA,2.920826119,0.059562826,0.007248684,0.243185336,0.004252452,0.000234027,57.18707941,1039.135549,18.17080991
488,Dunphys Pond+L6,62.25403064,DP_L6_PIMA ,1.06,0.163,0.83,0.09,0.26,52.08,DP,L6,PIMA,0.080822384,0.001645002,0.000252958,0.006729198,0.000117444,8.17E-06,57.29709688,823.9654636,14.38057962
489,Dunphys Pond+L8,459.6271638,DP_L8_PIMA ,1.01,0.139,0.91,0.1,0.31,52.13,DP,L8,PIMA,0.597291887,0.011572315,0.001592626,0.049729981,0.000826199,5.14E-05,60.19131876,967.1605247,16.06810657
490,Dunphys Pond+M14,2871.443172,DP_M14_PIMA ,0.87,0.132,0.66,0.09,0.22,52.36,DP,M14,PIMA,3.747943774,0.062274849,0.009448598,0.312050403,0.004446076,0.000305052,70.18557993,1022.942787,14.57482844
491,Dunphys Pond+N1,55.09259215,DP_N1_PIMA ,0.92,0.172,0.79,0.1,0.19,51.74,DP,N1,PIMA,0.071057976,0.001263497,0.000236219,0.005916223,9.02E-05,7.63E-06,65.58523885,775.7532701,11.82816871
492,Dunphys Pond+N11,349.4066578,DP_N11_PIMA ,0.84,0.152,0.69,0.09,0.27,52.27,DP,N11,PIMA,0.455278225,0.007316505,0.001323939,0.037906053,0.000522358,4.27E-05,72.56725937,886.8181024,12.22063655
493,Dunphys Pond+N13,55.62375752,DP_N13_PIMA ,0.79,0.153,0.68,0.1,0.24,52.51,DP,N13,PIMA,0.072810757,0.00109542,0.000212151,0.006062158,7.82E-05,6.85E-06,77.51440799,885.0671564,11.41809864
494,Dunphys Pond+N3,6435.609711,DP_N3_PIMA ,0.88,0.136,0.79,0.1,0.23,52.06,DP,N3,PIMA,8.351934228,0.141177528,0.021818345,0.695374477,0.010079286,0.000704414,68.9904534,987.1676001,14.30875652
495,Dunphys Pond+N5,1501.466276,DP_N5_PIMA ,0.97,0.123,0.91,0.09,0.22,51.79,DP,N5,PIMA,1.938450416,0.036306177,0.004603773,0.161393625,0.002592058,0.000148635,62.26466907,1085.841503,17.4391275
496,Dunphys Pond+N7,20069.53894,DP_N7_PIMA ,0.61,0.07,0.4,0.07,0.33,52.82,DP,N7,PIMA,26.42585185,0.305183068,0.035021008,2.200192482,0.021788363,0.001130667,100.9801635,1945.924537,19.27036431
497,Dunphys Pond+N9,3592.386989,DP_N9_PIMA ,1.06,0.144,0.74,0.09,0.27,52.31,DP,N9,PIMA,4.684476216,0.094925345,0.012895519,0.390025245,0.006777138,0.000416337,57.55013706,936.8021212,16.27801721
498,TNNP North+A1,1.104239842,TN_A1_PIMA ,0.61,0.072,0.36,0.07,0.57,53.03,TN,A1,PIMA,0.001459749,1.68E-05,1.98E-06,0.000121537,1.20E-06,6.40E-08,101.381637,1899.392716,18.73507641
499,TNNP North+A11,3.990610765,TN_A11_PIMA ,0.74,0.091,0.48,0.07,0.58,52.74,TN,A11,PIMA,0.005246537,7.36E-05,9.05E-06,0.000436822,5.26E-06,2.92E-07,83.11433094,1494.59791,17.98243327
500,TNNP North+A13,107.1321817,TN_A13_PIMA ,0.79,0.112,0.69,0.11,0.27,53.27,TN,A13,PIMA,0.142264273,0.002109795,0.00029911,0.011844794,0.000150628,9.66E-06,78.63630763,1226.564276,15.59793832
501,TNNP North+A5,7.795041755,TN_A5_PIMA ,0.81,0.103,0.67,0.09,0.28,53.08,TN,A5,PIMA,0.010314367,0.000157397,2.00E-05,0.000858765,1.12E-05,6.46E-07,76.4211208,1328.982698,17.39025396
502,TNNP North+A7,1191.178326,TN_A7_PIMA ,0.81,0.127,0.75,0.08,0.41,52.34,TN,A7,PIMA,1.554188548,0.024052211,0.003771149,0.12940033,0.001717193,0.000121753,75.35571708,1062.810007,14.10390675
503,TNNP North+A9,259.6420262,TN_A9_PIMA ,0.95,0.084,0.64,0.08,0.27,53.42,TN,A9,PIMA,0.345757872,0.00614882,0.000543685,0.028787487,0.000438991,1.76E-05,65.57643242,1640.024119,25.00935258
504,TNNP North+B14,10626.22493,TN_B14_PIMA ,0.82,0.062,0.41,0.09,0.5,53.02,TN,B14,PIMA,14.04468268,0.217213123,0.016423431,1.169347555,0.015507802,0.000530237,75.40382529,2205.330437,29.24693049
505,TNNP North+C10,624.3567328,TN_C10_PIMA ,0.9,0.157,0.73,0.1,0.28,52.1,TN,C10,PIMA,0.810893326,0.014007754,0.002443575,0.067514244,0.001000075,7.89E-05,67.50916266,855.7831052,12.67654747
506,TNNP North+C12,68.72173487,TN_C12_PIMA ,0.72,0.11,0.45,0.07,0.11,53.81,TN,C12,PIMA,0.092182888,0.001233445,0.000188443,0.007675064,8.81E-05,6.08E-06,87.15614306,1261.525241,14.47431238
507,TNNP North+C14,10577.69299,TN_C14_PIMA ,0.77,0.1,0.68,0.08,0.19,52.78,TN,C14,PIMA,13.91725379,0.203036859,0.026368423,1.158737941,0.014495696,0.000851315,79.9366913,1361.115637,17.02742026
508,TNNP North+C2,9.556451227,TN_C2_PIMA ,0.76,0.085,0.44,0.09,0.44,52.72,TN,C2,PIMA,0.012559295,0.000181052,2.02E-05,0.001045676,1.29E-05,6.54E-07,80.89642262,1599.492151,19.77209992
509,TNNP North+C4,4352.455796,TN_C4_PIMA ,1.03,0.112,0.75,0.08,0.2,53.31,TN,C4,PIMA,5.784106156,0.111754443,0.012151939,0.481579438,0.007978642,0.00039233,60.35857323,1227.485293,20.33655249
510,TNNP North+C6,30.17573319,TN_C6_PIMA ,0.74,0.141,0.63,0.08,0.36,52.46,TN,C6,PIMA,0.039462021,0.000556651,0.000106065,0.003285572,3.97E-05,3.42E-06,82.67307169,959.4775359,11.60568389
511,TNNP North+C8,477.7073101,TN_C8_PIMA ,0.72,0.087,0.46,0.11,0.43,53.07,TN,C8,PIMA,0.631981228,0.008574081,0.001036035,0.052618184,0.000612141,3.34E-05,85.95756388,1573.09689,18.30085474
512,TNNP North+D1,11.3148962,TN_D1_PIMA ,0.95,0.134,0.66,0.09,0.26,52.35,TN,D1,PIMA,0.014765918,0.000267958,3.78E-05,0.001229397,1.91E-05,1.22E-06,64.26293967,1007.482532,15.6775046
513,TNNP North+E1,1947.34781,TN_E1_PIMA ,0.8,0.143,0.65,0.09,0.28,52.73,TN,E1,PIMA,2.559732021,0.038835305,0.006941811,0.213120969,0.002772623,0.000224119,76.8661788,950.927422,12.37120717
514,TNNP North+F1,12413.89254,TN_F1_PIMA ,0.95,0.148,0.74,0.1,0.21,52.05,TN,F1,PIMA,16.10726927,0.293984742,0.045799728,1.341076646,0.020988865,0.001478662,63.89467067,906.9527375,14.19449741
515,TNNP North+F11,40.15456625,TN_F11_PIMA ,0.94,0.155,0.53,0.1,0.35,52.14,TN,F11,PIMA,0.052191427,0.000940927,0.000155153,0.004345411,6.72E-05,5.01E-06,64.68605724,867.4909768,13.41078764
516,TNNP North+F13,462.8597702,TN_F13_PIMA ,0.87,0.105,0.72,0.08,0.22,52.52,TN,F13,PIMA,0.605992649,0.01003834,0.001211524,0.050454399,0.000716681,3.91E-05,70.40005076,1289.91489,18.32264147
517,TNNP North+F3,5.941339449,TN_F3_PIMA ,0.72,0.151,0.64,0.07,0.3,52.11,TN,F3,PIMA,0.007717891,0.000106638,2.24E-05,0.000642585,7.61E-06,7.22E-07,84.40265035,889.9585165,10.54420107
518,TNNP North+F5,15881.2566,TN_F5_PIMA ,0.85,0.132,0.75,0.11,0.26,52.58,TN,F5,PIMA,20.81606561,0.336509239,0.052257905,1.733126763,0.024024877,0.001687167,72.13884149,1027.240866,14.23977492
519,TNNP North+F7,812.4676147,TN_F7_PIMA ,0.87,0.114,0.72,0.09,0.31,52.77,TN,F7,PIMA,1.068775172,0.017620512,0.002308895,0.088985252,0.001258006,7.45E-05,70.73516144,1193.734871,16.87611714
520,TNNP North+G14,1093.959042,TN_G14_PIMA ,0.87,0.133,0.69,0.09,0.19,51.73,TN,G14,PIMA,1.410706749,0.023725399,0.003626986,0.117454166,0.001693861,0.000117099,69.34110102,1003.035895,14.46524327
521,TNNP North+H14,1626.385859,TN_H14_PIMA ,0.76,0.138,0.59,0.1,0.41,52.14,TN,H14,PIMA,2.113916457,0.030812745,0.005594946,0.176002769,0.002199858,0.000180635,80.00643921,974.3558073,12.17846734
522,TNNP North+I10,1.985701258,TN_I10_PIMA ,0.88,0.14,0.66,0.1,0.24,51.94,TN,I10,PIMA,0.002571041,4.36E-05,6.93E-06,0.000214063,3.11E-06,2.24E-07,68.83142815,956.752371,13.89993491
523,TNNP North+I14,193.7196534,TN_I14_PIMA ,0.84,0.139,0.63,0.1,0.18,51.96,TN,I14,PIMA,0.250920434,0.00405645,0.000671246,0.020891408,0.000289608,2.17E-05,72.13688152,964.0065387,13.36357378
524,TNNP North+I4,985.8196473,TN_I4_PIMA ,0.74,0.155,0.72,0.11,0.27,52.04,TN,I4,PIMA,1.278874597,0.018185381,0.0038091,0.10647794,0.001298334,0.000122978,82.01118282,865.8272043,10.55742857
525,TNNP North+I8,597.8066306,TN_I8_PIMA ,1.15,0.197,0.91,0.1,0.31,51.83,TN,I8,PIMA,0.772387328,0.01713767,0.002935757,0.064308269,0.001223534,9.48E-05,52.55945774,678.4855773,12.90891509
526,TNNP North+K1,1842.066929,TN_K1_PIMA ,1.02,0.212,0.86,0.08,0.12,51.56,TN,K1,PIMA,2.367617372,0.046838047,0.009734967,0.197125677,0.003343974,0.000314297,58.94951609,627.1951412,10.63952994
527,TNNP North+L10,4328.019807,TN_L10_PIMA ,0.76,0.128,0.39,0.09,0.21,52.98,TN,L10,PIMA,5.716028652,0.081996636,0.01380996,0.475911367,0.005854101,0.00044586,81.2953807,1067.401041,13.12991011
528,TNNP North+L12,65.32732596,TN_L12_PIMA ,0.88,0.168,0.91,0.1,0.08,51.72,TN,L12,PIMA,0.084226082,0.001433081,0.000273588,0.007012587,0.000102314,8.83E-06,68.53988186,793.9165805,11.58327909
529,TNNP North+L14,49.91002387,TN_L14_PIMA ,1.03,0.152,0.6,0.13,0.39,51.64,TN,L14,PIMA,0.064249125,0.001281499,0.000189114,0.005349324,9.15E-05,6.11E-06,58.46776818,876.1294587,14.98482815
530,TNNP North+L4,85.14583131,TN_L4_PIMA ,0.88,0.097,0.68,0.1,0.3,51.96,TN,L4,PIMA,0.110287359,0.001867838,0.000205887,0.009182426,0.000133353,6.65E-06,68.85793236,1381.411432,20.06176172
531,TNNP North+L6,529.9286396,TN_L6_PIMA ,0.76,0.08,0.43,0.11,0.41,52.78,TN,L6,PIMA,0.697236286,0.01003978,0.001056819,0.058051261,0.000716784,3.41E-05,80.98848987,1701.394546,21.00785617
532,TNNP North+M14,1721.518601,TN_M14_PIMA ,0.87,0.141,0.39,0.12,0.22,53.13,TN,M14,PIMA,2.280051932,0.037335689,0.006050957,0.189835058,0.002665559,0.000195357,71.21772081,971.7316333,13.64452024
533,TNNP North+N1,11163.55414,TN_N1_PIMA ,0.76,0.101,0.65,0.08,0.22,51.76,TN,N1,PIMA,14.40422691,0.211499468,0.028107166,1.199282882,0.015099878,0.000907451,79.42334664,1321.59544,16.63988607
534,TNNP North+N13,1034.112117,TN_N13_PIMA ,0.87,0.163,0.54,0.11,0.53,52.09,TN,N13,PIMA,1.34281192,0.02242746,0.004201926,0.111801304,0.001601195,0.000135661,69.8236604,824.1236751,11.80292855
535,TNNP North+N3,64.1400292,TN_N3_PIMA ,0.87,0.115,0.74,0.09,0.22,51.94,TN,N3,PIMA,0.083047068,0.001391046,0.000183874,0.006914424,9.93E-05,5.94E-06,69.62259399,1164.742017,16.7293683
536,TNNP North+N5,25.51954861,TN_N5_PIMA ,0.8,0.137,0.62,0.08,0.41,51.97,TN,N5,PIMA,0.033061223,0.000508928,8.72E-05,0.002752647,3.63E-05,2.81E-06,75.75830291,978.2678639,12.91301186
537,TNNP North+N7,2451.152456,TN_N7_PIMA ,1.14,0.131,0.8,0.1,0.22,51.22,TN,N7,PIMA,3.129702824,0.069657579,0.008004511,0.260576222,0.004973161,0.000258429,52.39649427,1008.309632,19.24383771
538,TNNP North+N9,892.2033393,TN_N9_PIMA ,0.89,0.108,0.65,0.09,0.27,51.58,TN,N9,PIMA,1.147198012,0.019794615,0.002402043,0.095514667,0.001413225,7.76E-05,67.58632598,1231.638397,18.22318907
539,Unicorn+A1,947.3240818,UNI_A1_PIMA ,0.97,0.108,0.75,0.09,0.24,51.65,UNI,A1,PIMA,1.21972551,0.022906752,0.002550442,0.101553241,0.001635414,8.23E-05,62.09635369,1233.309872,19.86122854
540,Unicorn+A11,46.71524582,UNI_A11_PIMA ,0.81,0.085,0.49,0.1,0.51,51.79,UNI,A11,PIMA,0.06031117,0.000943272,9.90E-05,0.005021453,6.73E-05,3.20E-06,74.56386296,1571.276527,21.07289597
541,Unicorn+B14,3036.561948,UNI_B14_PIMA ,0.93,0.118,0.74,0.09,0.19,51.36,UNI,B14,PIMA,3.887768207,0.070397672,0.008932178,0.323692059,0.005026,0.000288379,64.40351547,1122.454241,17.4284623
542,Unicorn+C12,59.79727666,UNI_C12_PIMA ,0.88,0.112,0.76,0.08,0.21,51.53,UNI,C12,PIMA,0.076813004,0.001311769,0.000166952,0.006395381,9.37E-05,5.39E-06,68.28809189,1186.50004,17.37491864
543,Unicorn+C2,864.7946963,UNI_C2_PIMA ,0.8,0.063,0.48,0.11,0.37,51.32,UNI,C2,PIMA,1.106350837,0.017246311,0.001358147,0.092113768,0.00123129,4.38E-05,74.81077747,2100.737247,28.08067658
544,Unicorn+C6,45.06941083,UNI_C6_PIMA ,0.71,0.104,0.43,0.09,0.36,52.12,UNI,C6,PIMA,0.058557091,0.000797689,0.000116845,0.00487541,5.70E-05,3.77E-06,85.60784521,1292.399274,15.09673874
545,Unicorn+D1,636.463479,UNI_D1_PIMA ,0.82,0.073,0.41,0.08,0.36,51.99,UNI,D1,PIMA,0.8248719,0.013010097,0.001158216,0.068678087,0.000928848,3.74E-05,73.93898296,1836.633895,24.83985877
546,Unicorn+F1,348.6817279,UNI_F1_PIMA ,0.69,0.094,0.68,0.09,0.21,51.42,UNI,F1,PIMA,0.446945393,0.005997517,0.000817053,0.037212268,0.000428189,2.64E-05,86.90614564,1410.684376,16.23227408
547,Unicorn+F11,2228.809384,UNI_F11_PIMA ,0.93,0.088,0.6,0.1,0.46,50.98,UNI,F11,PIMA,2.832474197,0.051671263,0.004889324,0.235829235,0.003689039,0.000157854,63.92700971,1493.973164,23.36998354
548,Unicorn+F13,206.2661703,UNI_F13_PIMA ,0.93,0.09,0.56,0.1,0.47,51.37,UNI,F13,PIMA,0.264137933,0.00478194,0.000462768,0.021991885,0.000341404,1.49E-05,64.41605509,1471.948766,22.85065057
549,Unicorn+F3,3268.317377,UNI_F3_PIMA ,0.79,0.124,0.54,0.12,0.33,51.34,UNI,F3,PIMA,4.182859632,0.064364221,0.010102738,0.348261103,0.004595245,0.000326171,75.78727301,1067.725996,14.08846042
550,Unicorn+F5,1149.365899,UNI_F5_PIMA ,0.91,0.165,0.77,0.11,0.24,51.31,UNI,F5,PIMA,1.470122504,0.026073114,0.004727543,0.122401068,0.001861474,0.000152631,65.75490124,801.9433824,12.1959484
551,Unicorn+F7,909.3805932,UNI_F7_PIMA ,0.91,0.148,0.7,0.11,0.22,51.01,UNI,F7,PIMA,1.156363058,0.0206291,0.003355062,0.09627774,0.001472802,0.000108319,65.3704446,888.8311074,13.59683436
552,Unicorn+F9,494.2953679,UNI_F9_PIMA ,0.83,0.092,0.68,0.09,0.47,50.8,UNI,F9,PIMA,0.625955495,0.010227226,0.00113362,0.052116487,0.000730167,3.66E-05,71.37615145,1423.972239,19.95025243
553,Unicorn+H14,303.6116904,UNI_H14_PIMA ,0.92,0.108,0.53,0.11,0.35,50.35,UNI,H14,PIMA,0.381075623,0.00696305,0.000817402,0.031728011,0.000497123,2.64E-05,63.8232852,1202.268191,18.83745387
554,Unicorn+I10,2124.494175,UNI_I10_PIMA ,0.81,0.081,0.67,0.07,0.2,51.19,UNI,I10,PIMA,2.711027218,0.042897676,0.004289768,0.22571767,0.003062654,0.000138497,73.70002211,1629.767857,22.11353281
555,Unicorn+I12,1894.482919,UNI_I12_PIMA ,1,0.106,0.67,0.11,0.27,50.89,UNI,I12,PIMA,2.403346273,0.047226297,0.005005988,0.200100433,0.003371693,0.00016162,59.34716236,1238.090021,20.8618234
556,Unicorn+I14,55.05715441,UNI_I14_PIMA ,1.02,0.126,0.8,0.1,0.31,50.71,UNI,I14,PIMA,0.069598611,0.001399933,0.000172933,0.005794717,9.99E-05,5.58E-06,57.97769513,1037.883728,17.90143132
557,Unicorn+I2,278.9988525,UNI_I2_PIMA ,1.21,0.161,1,0.09,0.12,51.02,UNI,I2,PIMA,0.354842863,0.008415521,0.001119751,0.029543895,0.000600821,3.62E-05,49.17253424,817.2223128,16.61948739
558,Unicorn+I4,49.47366054,UNI_I4_PIMA ,0.81,0.077,0.55,0.08,0.35,52.69,UNI,I4,PIMA,0.064982355,0.00099897,9.50E-05,0.005410372,7.13E-05,3.07E-06,75.85962424,1764.668409,23.26228776
559,Unicorn+I6,262.495884,UNI_I6_PIMA ,0.91,0.102,0.76,0.09,0.26,52.53,UNI,I6,PIMA,0.343734483,0.005954662,0.000667446,0.028619022,0.00042513,2.15E-05,67.31835826,1328.106391,19.72874006
560,Unicorn+I8,6085.249253,UNI_I8_PIMA ,0.87,0.136,0.9,0.1,0.22,52.08,UNI,I8,PIMA,7.900281219,0.131974744,0.020630535,0.657770256,0.009422258,0.000666065,69.81025597,987.5468424,14.14615702
561,Unicorn+K1,84.87572118,UNI_K1_PIMA ,0.85,0.074,0.51,0.1,0.43,51.98,UNI,K1,PIMA,0.109979808,0.001798439,0.00015657,0.009156819,0.000128398,5.05E-06,71.31565198,1811.466025,25.40067958
562,Unicorn+L10,5209.869768,UNI_L10_PIMA ,1.08,0.1,0.63,0.09,0.27,51.73,UNI,L10,PIMA,6.718348825,0.140263227,0.012987336,0.559363636,0.01001401,0.000419301,55.85810916,1334.03774,23.88261543
563,Unicorn+L12,3645.454198,UNI_L12_PIMA ,0.79,0.118,0.65,0.09,0.27,52.09,UNI,L12,PIMA,4.73368339,0.07179132,0.010723261,0.39412219,0.005125499,0.000346205,76.89441082,1138.408127,14.80482281
564,Unicorn+L14,1215.718387,UNI_L14_PIMA ,0.98,0.161,0.86,0.09,0.18,52.04,UNI,L14,PIMA,1.577115415,0.029699714,0.004879239,0.131309201,0.002120393,0.000157528,61.92681152,833.560352,13.46041128
565,Unicorn+L4,2639.542062,UNI_L4_PIMA ,0.88,0.097,0.65,0.1,0.2,51.98,UNI,L4,PIMA,3.420251687,0.057903453,0.00638254,0.284767057,0.004133983,0.000206063,68.88443657,1381.943153,20.06176172
566,Unicorn+L6,76.34480779,UNI_L6_PIMA ,1.04,0.117,0.81,0.08,0.23,51.51,UNI,L6,PIMA,0.098031187,0.001979275,0.000222668,0.008161988,0.000141309,7.19E-06,57.75980496,1135.354082,19.65647361
567,Unicorn+L8,2039.674072,UNI_L8_PIMA ,0.93,0.102,0.84,0.1,0.24,52.27,UNI,L8,PIMA,2.657703197,0.047286474,0.005186258,0.22127796,0.00337599,0.00016744,65.54462137,1321.532858,20.16233874
568,Unicorn+M14,5982.853438,UNI_M14_PIMA ,0.87,0.112,0.82,0.09,0.2,52.31,UNI,M14,PIMA,7.801646849,0.129754019,0.016703966,0.649558048,0.009263711,0.000539294,70.11855779,1204.45987,17.17747638
569,Unicorn+N1,7419.850101,UNI_N1_PIMA ,0.95,0.14,0.79,0.1,0.3,51.67,UNI,N1,PIMA,9.557114663,0.175716256,0.025895027,0.795716708,0.012545157,0.000836031,63.42819661,951.7788796,15.00561155
570,Unicorn+N11,769.8444022,UNI_N11_PIMA ,1.04,0.094,0.7,0.09,0.22,52.13,UNI,N11,PIMA,1.0004235,0.019958574,0.001803948,0.083294354,0.00142493,5.82E-05,58.45503072,1430.162904,24.4660363
571,Unicorn+N13,3663.767812,UNI_N13_PIMA ,0.75,0.071,0.51,0.07,0.22,51.89,UNI,N13,PIMA,4.739197601,0.068498713,0.006484545,0.394581298,0.004890425,0.000209356,80.68446335,1884.737881,23.35936564
572,Unicorn+N3,7983.869192,UNI_N3_PIMA ,0.8,0.109,0.6,0.09,0.27,52.55,UNI,N3,PIMA,10.45873928,0.159219627,0.021693674,0.870785156,0.01136739,0.000700389,76.60378714,1243.288338,16.23011582
573,Unicorn+N5,3904.136916,UNI_N5_PIMA ,0.92,0.092,0.74,0.08,0.17,52.25,UNI,N5,PIMA,5.085159014,0.089537728,0.008953773,0.423385732,0.006392493,0.000289076,66.23171105,1464.617115,22.11353281
574,Unicorn+N9,8.185927523,UNI_N9_PIMA ,0.87,0.068,0.36,0.11,0.62,51.23,UNI,N9,PIMA,0.010454071,0.000177534,1.39E-05,0.000870396,1.27E-05,4.48E-07,68.67087967,1942.858093,28.29231404
